primary_stud_code,company_name,parent_company,address,city,state,zip,phone_fax,assigned,end Date,ending_date,notes,assigned_date
531,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 06/05/2007,NA,NA,NA,2007-06-05T00:00:00Z
532,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 06/05/2007,NA,NA,NA,2007-06-05T00:00:00Z
533,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 06/05/2007,NA,NA,NA,2007-06-05T00:00:00Z
534,Jetstream Genetics,Jetstream Genetics,P.O. Box 437/N8452 Airport Road,Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",Assigned 02/17/2012,NA,NA,NA,2012-02-17T00:00:00Z
535,Faria Brothers Genetics,NA,5601 FM 281,Dumas,TX,79029,"806.930.1240, Fax:806.966.3695",Assigned 05/15/2012,NA,NA,NA,2012-05-15T00:00:00Z
536,"Shore Genetics, Inc.",NA,865 Poplar School Road,Centreville,MD,21617,"410.758.0982, Fax:410.758.2740",Assigned 11/21/2005,NA,NA,NA,2005-11-21T00:00:00Z
537,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 06/21/2012,NA,NA,NA,2012-06-21T00:00:00Z
538,"Inner Mongolia Saikexing Reproductive Biotechnologies Co., Ltd.",NA,"6F, Mengniu R&D Center,Shengle Economic Zone","Helin County, Hohhot, Inner Mongolia",NA,011517 P.R.CHINA,"+86 (0)471-2524095, Fax: +86 (0)471-7392164",Assigned 03/04/2013,NA,NA,NA,2013-03-04T00:00:00Z
539,Evolution,Synetics,Rue Eric Tabarly-CS 10040,Noyal Sur Vilaine Cedex,NA,35538 FRANCE,33 299 879090,Assigned 4/02/2014,NA,NA,Designated for Sexed Semen,1970-12-01T00:00:00Z
540,"Glaz-Way Enterprises, LLC",JLG Enterprises,PO Box 218,Oakdale,CA,95361,"209.886.1130,Fax:209.886.1130",Assigned 11/07/2013,NA,NA,NA,2013-11-07T00:00:00Z
541,GENEX Dakota Sire Service,Genex,40275 257th Street,Mitchell,SD,57301,"605.996.9100, Fax:605.995.0611",Assigned 08/06/2008,NA,NA,Designated for Sexed Semen,2008-08-06T00:00:00Z
542,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Assigned 04/14/2014,NA,NA,Formerly Dairybullsonline,2014-04-14T00:00:00Z
543,Inseme,Inseme,Via Cadiane 181,Modena 41126,NA,ITALY,38 589514697,Assigned 07/15/2014,NA,NA,NA,2014-07-15T00:00:00Z
544,Geno AI Center,Geno AI Center,Holsetgata 22,Hamar,NA,2317 NORWAY,47 950 20 600,Assigned 06/03/2005,End date 12/31/2022,2022-12-31,Designated for Sexed Semen,2005-06-03T00:00:00Z
545,Dairy Solutionz (NZ) Limited,NA,P.O. Box 9466,Hamilton,NA,3240 NEW ZEALAND,"64 78570502, Fax:64 8570501",Assigned 05/03/2017,End Date 06/01/2017,2017-06-01,Designated for Sexed Semen,2017-05-03T00:00:00Z
546,North Florida Holsteins,North Florida Holsteins,2740 West County Road 232,Bell,FL,32619,"352.463.7174, Fax:352.463.1106",Assigned 10/12/2017,NA,NA,Designated for Sexed Semen,2017-10-12T00:00:00Z
547,GENEX Custom Collection Services Baton Rouge,Genex,2288 Gourrier Avenue,Baton Rouge,LA,70820,"225.578.3292, Fax:225.578.3235",Assigned 08/21/2007,End Date 10/21/2015,2015-10-21,Designated for Sexed Semen,2007-08-21T00:00:00Z
548,GENEX Custom Collection Services Alabama,Genex,200 Valhalla SE,Fort Payne,AL,35967,"256.845.2530, Fax:256.845.7201",Assigned 08/21/2007,End Date 10/21/2015,2015-10-21,Designated for Sexed Semen,2007-08-21T00:00:00Z
549,GENEX Cooperative/CRI,Genex,100 MBC Drive/P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219",Assigned 12/12/2007,NA,NA,Designated for Sexed Semen,2007-12-12T00:00:00Z
550,Select Sires - Genervations,Select Sires,Highway 501 South/P.O. Box 2559,Cardston,AB,T0K 0K0 CANADA,"403.653.4438, Fax:403.653.3700",Assigned 10/13/2006,NA,NA,"Designated for Sexed Semen; Formerly known as Sire Lodge, Inc.",2006-10-13T00:00:00Z
551,Sexing Technologies-TWG,STgenetics,W7652 Hwy 151 South,Fond du Lac,WI,54937,"920.921.6029, Fax:920.921.5850",Assigned 05/06/2008,NA,NA,Designated for Sexed Semen,2008-05-06T00:00:00Z
552,"TAG-Sexing Technologies, ULC",STgenetics,4865 Blvd. Laurier Ouest,Saint-Hyacinthe,QC,J2S 3V4 CANADA,"450.771.6444, Fax: 450.771.1397",Assigned 06/05/2015,NA,NA,Designated for Sexed Semen,2015-06-05T00:00:00Z
553,A.I. Total,NA,Trawlerweg 19,Zwolle,NA,"8042 PZ, THE NETHERLANDS",31 384 606922,Assigned 05/9/2018,NA,NA,Designated for Sexed Semen,2005-10-31T00:00:00Z
554,Hawkeye Breeders Service,Hawkeye Breeders,32642 Old Portland Road,Adel,IA,50003,"515.993.4711, Fax:515.993.4176",Assigned 11/18/2014,NA,NA,Designated for Sexed Semen,2014-11-18T00:00:00Z
555,"Flatness International, Inc.",NA,104 Stony Mountain Road,Tunkhannock,PA,18657,"570.836.3527, Fax:570.836.1549",Assigned 07/14/2006,NA,NA,NA,2006-07-14T00:00:00Z
556,Belgian Blue Group SCRL,NA,Chemin du Tersoit 32,Ciney,NA,5590 BELGIUM,"32(0)83 68 70 68, Fax:32(0)83 68 70 69",Assigned 12/27/2018,NA,NA,Designated for Sexed Semen,2018-12-27T00:00:00Z
557,"Select Sires, Inc.",Select Sires,11740 US Highway 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.733.3496",Assigned 05/01/2017,NA,NA,Designated for Sexed Semen,2017-05-01T00:00:00Z
558,GenoSource Genetics,NA,2188 78th Street,Blairstown,IA,52209,319.350.1426,Assigned 04/05/2019,NA,NA,Designated for Sexed Semen,2019-04-05T00:00:00Z
559,Select Sires - Genervations,Select Sires,"Hwy. 501 S, P.O. Box 2559",Cardston,Alberta,T0K 0K0 CANADA,"403.653.4438,Fax:403.653.3700",Assigned 01/25/2017,NA,NA,Designated for Sexed Semen,2017-01-25T00:00:00Z
560,Top Notch Genetics,NA,102 Fox Road,Lebanon,PA,17042,717.222.6140,Assigned 05/06/2019,NA,NA,Designated for Sexed Semen,2019-05-06T00:00:00Z
561,Viking Genetics,Viking Genetics,"Ebeltoftvej 16, Assentoft",Randers SOE,NA,8960 DENMARK,4520293233,Assigned 12/10/2019,NA,NA,Designated for Sexed Semen,2019-12-10T00:00:00Z
562,Validity Genetic Testing,NA,P.O. Box 587,Rockwood,ON,N0B 2K0 CANADA,905.866.7800,Assigned 02/05/2020,NA,NA,Designated for Sexed Semen; Formerly known as Vogue Sires,2020-02-05T00:00:00Z
563,RuAnn Genetics,NA,12863 Kamm Avenue,Riverdale,CA,93656,559.866.5308,Assigned 11/06/2020,NA,NA,Designated for Sexed Semen,2020-11-06T00:00:00Z
564,ProGentus,NA,2938 380th Street,Sioux Center,IA,51250,712.722.3586,Assigned 09/24/2019,NA,NA,Designated for Sexed Semen,2019-09-24T00:00:00Z
565,"Rock LJ, Inc.",NA,133 NE Highway 99 W,McMinnville,OR,97128,971.237.1581,Assigned 03/29/2021,NA,NA,Designated for Sexed Semen,2021-03-29T00:00:00Z
566,International Protein Sires,International Protein Sires,304 W. Broadway - PO Box 157,Rock Springs,WI,53961,"608.524.8086, Fax:608.524.6935",Assigned 07/23/2012,NA,NA,NA,2012-07-23T00:00:00Z
567,"Shanghai Dairy Breeding Center Co., Ltd.",NA,"10th Building, 1518 West JiangChang Road",Shanghai,NA,200436 CHINA,"(86)21-56481688-8206, Fax:(86)21-56488068",Assigned 05/23/2017,NA,NA,Designated for Sexed Semen,2017-05-23T00:00:00Z
568,Masterrind GmbH,NA,Osterkrug 20,"Verden, Lower Saxony",NA,27283 GERMANY,"(49)42316790, Fax:(49)4231679780",Assigned 06/29/2021,NA,NA,Designated for Sexed Semen,2021-06-29T00:00:00Z
569,Bullseye Genetics GmbH,NA,Lutke Berg 2,"Altenberge, North Rhine Westphalia",NA,DE-48341 GERMANY,(49)25059392222,Assigned 08/23/2021,NA,NA,Designated for Sexed Semen,2021-08-23T00:00:00Z
570,"ORIgen,",NA,10 West Arrow Creek Road,Huntley,MT,59037,406.348.2345,Assigned 10/09/2020,NA,NA,Designated for Sexed Semen;,2020-10-09T00:00:00Z
571,"Intergen Rus, LLC",NA,Yagodnaya str. 3Aa,"Polessky district, Near Village",Kalinlingrad Region 238642,RUSSIA,7 906 216 3900,Assigned 11/19/2021,NA,NA,Designated for Sexed Semen,2021-11-19T00:00:00Z
574,Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 05/01/2017,NA,NA,Designated for Sexed Semen,2017-05-01T00:00:00Z
575,Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 05/01/2017,NA,NA,Designated for Sexed Semen,2017-05-01T00:00:00Z
576,"Taurus Service, Inc.",STgenetics,"125 Taurus Lane, P.O. Box 164",Mehoopany,PA,18629,"570.833.5123, Fax:570.833.2690",Assigned 02/06/2008,NA,NA,Designated for Sexed Semen,2008-02-06T00:00:00Z
577,Black Silver Bovine Technology,NA,86 rang de la Riviere Sud,St-Esprit,QC,J0K 2L0,450.898.7199,Assigned 05/27/2020,NA,NA,Designated for Sexed Semen,2020-05-27T00:00:00Z
578,"605 Sires, LLC",STgenetics,27666 443rd Avenue,Marion,SD,57043,605.925.7473,Assigned 03/02/2022,NA,NA,Designated for Sexed Semen,2022-03-02T00:00:00Z
579,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.5751",Assigned 07/10/2019,NA,NA,Designated for Sexed Semen,2019-07-10T00:00:00Z
580,HeBei Pin Yuan Biotechnology Co.,NA,Shany Fan 7own,Shijiazhuang,HeBei,CHINA,818947120075,Assigned 06/17/2022,NA,NA,Designated for Sexed Semen,2022-06-17T00:00:00Z
581,"Alta Genetics, Inc.",Alta Genetics,1-263090 Range Road 11,Rocky View,AB,T4B2T3 CANADA,403.226.0666,Assigned 03/30/2018,NA,NA,Designated for Sexed Semen,2018-03-30T00:00:00Z
582,Genes Diffusion,NA,P O Box 930457,Verona,WI,53593,608.848.8861,Assigned 09/02/2020,NA,NA,Designated for Sexed Semen,2020-09-02T00:00:00Z
584,"Alta Genetics, Inc.",Alta Genetics,1-263090 Range Road 11,Rocky View County,AB,T4B 2T3 CANADA,403.226.0666,Assigned 03/29/2023,NA,NA,Designated for Sexed Semen,2023-03-29T00:00:00Z
585,Select Sires Inc.,Select Sires,P O Box 143,Plain City,OH,43064,614.873.4683,Assigned 09/09/2020,NA,NA,Designated for Sexed Semen; Formerly assigned to Accelerated Genetics(End date 01/26/2017),2020-09-09T00:00:00Z
586,STgenetics Canada ULC,STgenetics,"7970 Perth Road 147, Route 4",Listowel,ON,N4W 3G9 CANADA,"519.291.9916, Fax:519.291.3532",Assigned 10/31/2017,NA,NA,Formerly known as Cogent Canada Corp; Designated for Sexed Semen,2017-10-31T00:00:00Z
587,Total Livestock Genetics Victoria Pty Ltd,"Total Livestock Genetics, Pty Ltd.",PO Box 105 (4969 Princes Hwy),Camperdown,Victoria,3260 AUSTRALIA,"03 5593 2016, Fax: 03 5593 2630",Assigned 01/20/2015,NA,NA,Designated for Sexed Semen,2015-01-20T00:00:00Z
590,GENEX Cooperative/Hawkeye-West,Genex,3800 Duck Creek Road,Billings,MT,59101,"406.656.9034, Fax:406.656.9870",Assigned 12/12/2007,NA,NA,Designated for Sexed Semen,2007-12-12T00:00:00Z
593,"Alta Genetics USA, Inc.",Alta Genetics,"P.O. Box 437, N8452 Airport Road",Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",Assigned 06/10/2019,NA,NA,Designated for Sexed Semen,2019-06-10T00:00:00Z
594,ABS Global,ABS Global,"P.O. Box 459, 1525 River Road",Deforest,WI,53532,"608.846.3721, Fax:608.846.6444 or 6446",Assigned 002/14/2008,NA,NA,Formerly named St. Jacobs ABC; Designated for Sexed Semen,2008-02-14T00:00:00Z
597,CRV Holding,CRV Holding,2423 American Lane,Madison,WI,53704,"608.441.3202, Fax:608.441.3203",Assigned 08/08/2011,NA,NA,Designated for Sexed Semen,2011-08-08T00:00:00Z
598,INTERMIZOO S.p.a.,NA,"Via Po, 21",Padova,NA,35135 ITALY,39 49 8724757,Assigned 10/18/2018,NA,NA,Designated for Sexed Semen,2018-10-18T00:00:00Z
599,"Blondin Sires, Inc.","Blondin Sires, Inc.",620 Rang St. Vincent,St. Placide,QC,J0V 2B0 CANADA,450.258.2904,Assigned 05/02/2018,NA,NA,Designated for Sexed Semen,2018-05-02T00:00:00Z
600,"Ag-Link International, Inc.",NA,301 Harvey Lane,Tunkhannock,PA,18657,"570.836.6593, Fax:570.836-6604",Assigned 09/24/2013,End Date 05/16/2018,2018-05-16,NA,2013-09-24T00:00:00Z
601,GENEX Cooperative/CRI,Genex,100 MBC Drive/PO Box 469,Shawano,WI,54166,"714.526.21414, Fax:714.526.3219",Assigned 08/05/2015,NA,NA,Designated for Sexed Semen,2015-08-05T00:00:00Z
602,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/08/2015,NA,NA,NA,2015-10-08T00:00:00Z
603,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/08/2015,NA,NA,NA,2015-10-08T00:00:00Z
604,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/08/2015,NA,NA,NA,2015-10-08T00:00:00Z
605,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/08/2015,NA,NA,NA,2015-10-08T00:00:00Z
606,Diamond Genetics,NA,Bremmeierstraat 8,Wijhe,9131 PK,NETHERLANDS,+31 570 589 900,Assigned 10/14/2015,NA,NA,NA,2015-10-14T00:00:00Z
607,Toro Orange,NA,Enmes nada No 55,Cenero,Gijon,33392 SPAIN,+34 985 266676,Assigned 10/14/2015,NA,NA,NA,2015-10-14T00:00:00Z
608,GAP Trade and Services,NA,"via Prada, 2/C, Cenate Sotto (BG)",Bergamo,NA,24069 ITALY,39 035 4258368,Assigned 10/22/2015,NA,NA,NA,2015-10-22T00:00:00Z
611,Alta Genetics - USA,Alta Genetics,PO Box 437 - N8452 Airport Road,Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",Assigned 02/07/2012,NA,NA,Designated for Sexed Semen,2012-02-07T00:00:00Z
612,"Holstein Services, Inc.",NA,1 Holstein Place,Brattleboro,VT,05302-0808,802.254.4551,Assigned 01/14/2021,NA,NA,Designated for Sexed Semen,2021-01-14T00:00:00Z
614,Accelerated Genetics,Select Sires,E10890 Penny Lane,Baraboo,WI,53913,"608.356.8357, Fax:608.356.4387",Assigned 02/27/2008,NA,NA,Designated for Sexed Semen,2008-02-27T00:00:00Z
620,Wulf Cattle,NA,46206 470th Street,Morris,MN,56267,320.392.5609,Assigned 03/30/2021,NA,NA,Designated for Sexed Semen,2021-03-30T00:00:00Z
621,"GENEX Cooperative, Inc.",Genex,P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219",Assigned 09/13/2019,NA,NA,Designated for Sexed Semen,2019-09-13T00:00:00Z
622,DMV GenetiQ Services,NA,"162, Chemin Yamaska","St-Germain-de-Gran, QC",J0C 1K0,CANADA,819.314.8311,Assigned 07/28/2021,NA,NA,Designated for Sexed Semen,2021-07-28T00:00:00Z
624,German Genetics International (GGI)-Spermex,German Genetics International (GGI),Am Osterfeld 14,Cloppenburg-Bethen,NA,49661 GERMANY,"49 4471 9174 0, Fax:49 4471 9174 74",Assigned 04/04/2011,NA,NA,NA,2011-04-04T00:00:00Z
629,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/21/2014,NA,NA,Designated for Sexed Semen,2014-10-21T00:00:00Z
630,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
631,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
632,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
633,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
634,Jetstream Genetics,Jetstream Genetics,P.O. Box 437/N8452 Airport Road,Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",Assigned 06/16/2017,NA,NA,Formerly assigned to Sexing Technologies R&D 10/15/2013-released 6/16/17; Designated for Sexed Semen,2017-06-16T00:00:00Z
635,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
636,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
637,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
638,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
639,Sexing Technologies,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/15/2013,NA,NA,NA,2013-10-15T00:00:00Z
643,Inseme,Inseme,Via Cadiane 179,Saliceta S. Giuliano 41126,NA,ITALY,39 059514611,Assigned 08/09/2018,NA,NA,Designated for Sexed Semen,2018-08-09T00:00:00Z
651,Inguran LLC dba STgenetics,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/04/2022,NA,NA,Designated for Sexed Semen,2022-10-04T00:00:00Z
652,Geno,NA,Storhamargata 44,2317 Hamar,NA,NORWAY,4795020600,Assigned 03/06/2018,NA,NA,Designated for Sexed Semen,2018-03-06T00:00:00Z
654,Hawkeye Breeders Service,Hawkeye Breeders,32642 Old Portland Road,Adel,IA,50003,"515.993.4711, Fax:515.993.4176",Assigned 03/01/2022,NA,NA,Designated for Sexed Semen,2022-03-01T00:00:00Z
662,Cogent Breeding Ltd.,NA,"Beachin Stud, Lea Lane",Aldfordm Cheshire,NA,CH3 6JQ UNITED KINGDOM,01829 733489,Assigned 12/20/2022,NA,NA,Designated for Sexed Semen,2022-12-20T00:00:00Z
664,Jetstream Genetics,Jetstream Genetics,P.O. Box 437/N8452 Airport Road,Watertown,WI,53094,608.770.0012,Assigned 04/23/2018,NA,NA,Designated for Sexed Semen,2018-04-23T00:00:00Z
666,International Protien Sires,NA,"PO Box 157, 304 W. Broadway",Rock Springs,WI,53961,608.524.8086 Fax:608.524.6935,Assigned 12/10/2014,NA,NA,Designated for Sexed Semen,2014-12-10T00:00:00Z
670,Grimmius Cattle Company,NA,5715 Kansas Avenue,Hanford,CA,93230,559.585.8760,Assigned 03/19/2021,NA,NA,Designated for Sexed Semen,2021-03-19T00:00:00Z
676,Inguran LLC dba STgenetics,STgenetics,22575 SH 6 South,Navasota,TX,77868,"936.870.3960, Fax:936.870.3963",Assigned 10/04/2022,NA,NA,Designated for Sexed Semen,2022-10-04T00:00:00Z
679,Great Lakes Sire Service,NA,723 Himebaugh Road,Bronson,MI,49028,"269.489.9888, Fax:269.489.5658",Assigned 04/20/2021,NA,NA,Designated for Sexed Semen,2021-04-20T00:00:00Z
681,"Alta Genetics, Inc.",Alta Genetics,1-263090 Range Road 11,Rocky View,AB,T4B2T3 CANADA,403.226.0666,Assigned 03/30/2018,NA,NA,Designated for Sexed Semen,2018-03-30T00:00:00Z
684,"Alta Genetics, Inc.",Alta Genetics,1-263090 Range Road 11,Rocky View County,AB,T4B 2T3 CANADA,403.226.0666,Assigned 03/29/2023,NA,NA,Designated for Sexed Semen,2023-03-29T00:00:00Z
688,ASCOL,NA,Centro de Seleccion Carbainos S/N,"Cenero-Gijon, Asturias",NA,33392 SPAIN,34 985266676; Fax: 34 985266869,Assigned 6/25/2018,NA,NA,Designated for Sexed Semen,1971-03-05T00:00:00Z
689,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,614.406.9697,Assigned 04/25/2022,NA,NA,Designated for Sexed Semen,2022-04-25T00:00:00Z
690,Livestock Improvement Corporation,NA,CNR Ruakura/Morrisville Roads-Private Bag 3016,Hamilton,NA,3240 - NEW ZEALAND,6478560700,Assigned 11/13/2020,NA,NA,Designated for Sexed Semen,2020-11-13T00:00:00Z
694,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/21/2014,NA,NA,Designated for Sexed Semen,2014-10-21T00:00:00Z
697,CRV USA,CRV Holding,"2418 Crossroads Drive, Suite 2300",Madison,WI,53718,608.441.3202,Assigned 11/24/2021,NA,NA,Designated for Sexed Semen,2021-11-24T00:00:00Z
699,"Alta Genetics USA, Inc.",Alta Genetics,"P.O. Box 437, N8452 Airport Road",Watertown,WI,53094,"920.261.5065, Fax:920.262.8022",Assigned 10/06/2020,NA,NA,Designated for Sexed Semen,2020-10-06T00:00:00Z
700,Grimmius Cattle Company,NA,5715 Kansas Avenue,Hanford,CA,93230,559.410.2930 Fax:866.820.8227,Assigned 04/24/2018,NA,NA,NA,2018-04-24T00:00:00Z
702,Belgian Blue Group SCRL,NA,Chemin du Tersoit 32,Ciney,NA,5590,+32(0)83 68 70 68 Fax:+32(0)83 68 70 69,Assigned 6/15/2016,NA,NA,NA,1971-04-29T00:00:00Z
703,A Legacy Genetics,NA,285 Goodwater Road,Haworth,OK,74740,580.612.1117,Assigned 6/25/2016,NA,NA,NA,1971-07-26T00:00:00Z
704,"Leachman Cattle of Colorado, LLC",NA,2056 West CR 70,Fort Collins,CO,80524,970.568.3983,Assigned 12/8/2017,NA,NA,NA,2008-02-29T00:00:00Z
705,Top Notch Genetics,NA,102 Fox Road,Lebanon,PA,17042,717.222.6140,Assigned 03/20/2018,End Date 07/31/2021,2021-07-31,NA,2018-03-20T00:00:00Z
706,Genesis Genetics-MX,NA,7880 East 100 North,Angola,IN,46703,260.402.4494,Assigned 07/06/2018,NA,NA,NA,2018-07-06T00:00:00Z
708,"El Toro Sires, Inc.",NA,41925 Yorba Avenue,Temecula,CA,92592,951.333.1260,Assigned 06/20/2018,NA,NA,NA,2018-06-20T00:00:00Z
709,Swissgenetics,NA,"Meielenfeldweg 12, Postfach",Zollikofen,BE,3052 SWITZERLAND,41-31-910 62 62; fax: 41-31-910 62 66,Assigned 10/19/2018,End date: 03/07/2023,2023-03-07,NA,2018-10-19T00:00:00Z
710,Holstein Forum Rinderzucht GmbH,NA,Walingen 36b,Havixbeck,NRW,48329 GERMANY,49(0)2507 5732222,Assigned 09/14/2018,NA,NA,NA,2018-09-14T00:00:00Z
712,"Holstein Services, Inc.",NA,1 Holstein Place,Brattleboro,VT,05302-0808,802.254.4551,Assigned 02/22/2019,NA,NA,NA,2019-02-22T00:00:00Z
713,Fefricale,NA,"C/Jose Belinchon Garcia, 3 Bajo",Leon,NA,24121 SPAIN,34 987252127,Assigned 06/24/2019,NA,NA,NA,2019-06-24T00:00:00Z
714,"World Wide Sires, Ltd.",Select Sires,5545 Avenida de los Robles,Visalia,CA,93291,"559.622.2222, Fax:559.741.2828",Assigned 07/27/2007,NA,NA,NA,2007-07-27T00:00:00Z
715,Southern Breeders LLC,NA,14042 FM 1567 W,Cumby,TX,975433,903.366.1097,Assigned 08/28/2019,NA,NA,NA,2019-08-28T00:00:00Z
716,"SeniGenetic, LLC",NA,"23986 Aliso Creek Road, Suite 112",Laguna Niguel,CA,92677,"888.463.2111, Fax:888.463.0896",Assigned 08/30/2019,NA,NA,NA,2019-08-30T00:00:00Z
717,Horizon Genetics,NA,235 Engel Lane,Mifflintown,PA,17059,717.839.0763,Assigned 03/11/2020,NA,NA,NA,2020-03-11T00:00:00Z
718,"Rock LJ, Inc.",NA,"8383 NE Sandy Blvd., Suite 320 F-F",Portland,OR,97220,971.237.1581,Assigned 04/29/2020,NA,NA,NA,2020-04-29T00:00:00Z
719,RuAnn Genetics,NA,12863 Kamm Avenue,Riverdale,CA,93656,559.866.5308,Assigned 11/06/2020,NA,NA,NA,2020-11-06T00:00:00Z
720,Wulf Cattle,NA,46206 470th Street,Morris,MN,56267,320.392.5609,Assigned 03/30/2021,NA,NA,NA,2021-03-30T00:00:00Z
721,Black Silver Bovine Technology,NA,86 rang de la Riviere Sud,St-Esprit,QC,J0K 2L0,450.898.7199,Assigned 06/03/2020,NA,NA,NA,2020-06-03T00:00:00Z
722,Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 01/12/2021,NA,NA,NA,2021-01-12T00:00:00Z
723,Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 01/12/2021,NA,NA,NA,2021-01-12T00:00:00Z
724,Validity Genetic Testing,NA,P.O. Box 587,Rockwood,ON,N0B 2K0 CANADA,905.866.7800,Assigned 02/05/2020,NA,NA,Formerly known as Vogue Sires,2020-02-05T00:00:00Z
725,Bullseye Genetics GmbH,NA,Lutke Berg 2,"Altenberge, North Rhine Westphalia",NA,DE-48341 GERMANY,(49)25059392222,Assigned 08/18/2021,NA,NA,NA,2021-08-18T00:00:00Z
726,All USA Beef Inc.,NA,270 Parkview Drive,Oak Park,CA,91377,971.204.8588,Assigned 01/27/2022,NA,NA,NA,2022-01-27T00:00:00Z
727,Precision Genetic Solutions LLC,NA,1250 Lucerne Avenue,Gustine,CA,95322,209.704.2853,Assigned 03/28/2022,NA,NA,NA,2022-03-28T00:00:00Z
728,Breeder Owned Sire Solutions (BOSS),NA,228636 County Road J,Wausau,WI,54403,715.574.4374,Assigned 03/28/2022,NA,NA,NA,2022-03-28T00:00:00Z
729,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 10/21/2014,NA,NA,NA,2014-10-21T00:00:00Z
730,Redcarpet Sires,NA,34695 Kirkland Road,Kirkland,IL,60146,815.979.5314,Assigned 06/23/2022,NA,NA,NA,2022-06-23T00:00:00Z
733,AG3NexGen Inc.,NA,406 Fallsview Road,Dundas,ON,L9H 5E2 CANADA,905.308.1008,Assigned 06/26/2020,NA,NA,NA,2020-06-26T00:00:00Z
734,Jetstream Genetics,Jetstream Genetics,P.O. Box 437/N8452 Airport Road,Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",Assigned 06/16/2017,NA,NA,NA,2017-06-16T00:00:00Z
746,North Florida Holsteins,NA,2740 West County Road 232,Bell,FL,32619,"352.463.7174, Fax:352.463.1106",Assigned 10/12/2017,NA,NA,NA,2017-10-12T00:00:00Z
